7.503,5.051,8.970,4.152,1.356,1.676,2.953,8.758,8.528,0.698,5.709,3.567,0.352,9.590,8.496,1.548,2.587,5.909,6.572,2.653,9.662,5.251,2.030,7.558,6.017,3.003,0.352,5.202,3.871,6.021,8.411,9.146,6.865,5.409,9.776,9.152,0.744,7.298,5.216,5.607
2.686,0.385,8.699,8.570,2.230,8.418,5.318,9.202,2.958,6.508,0.536,3.924,3.955,0.268,9.145,1.068,0.048,3.391,0.420,1.679,2.293,2.396,7.345,9.599,2.448,6.250,6.434,7.001,4.466,1.587,3.510,5.784,3.709,1.292,5.976,7.975,2.157,7.964,0.655,8.624
1.644,0.910,1.919,6.376,6.225,4.503,1.067,2.870,7.317,5.161,8.216,9.208,3.134,6.070,5.535,6.282,8.810,4.032,3.153,3.116,8.804,7.767,8.322,2.098,0.437,0.411,6.926,9.050,2.425,7.304,7.132,9.553,7.133,2.338,8.701,8.086,8.575,0.565,1.001,8.019
2.883,5.649,6.281,6.613,9.271,2.956,5.290,5.731,3.634,8.697,7.795,1.471,9.311,5.082,0.573,4.085,5.930,4.020,6.861,8.075,9.111,1.416,4.970,3.800,9.317,2.054,8.186,3.526,8.867,4.468,3.123,9.656,5.665,9.768,7.876,4.080,9.568,8.519,8.004,1.680
1.039,9.071,6.592,3.160,6.662,6.155,0.727,2.812,1.138,4.110,1.219,0.692,0.878,7.844,4.792,2.980,4.430,9.791,0.948,2.508,3.034,1.023,8.179,4.132,1.627,9.870,6.334,7.759,6.301,0.724,9.925,0.617,4.770,6.749,3.134,4.185,1.690,4.030,1.543,0.400
7.507,0.917,3.541,0.313,4.301,6.658,7.127,5.032,4.393,7.835,6.984,4.356,5.872,8.849,2.188,6.307,1.994,4.664,1.613,6.368,9.499,7.521,6.518,2.188,5.471,5.454,1.622,6.389,2.751,5.190,1.821,5.235,8.519,4.105,3.357,5.757,5.875,4.943,6.075,4.995
7.726,6.605,4.850,7.874,2.756,0.302,6.515,5.957,1.552,7.318,2.651,9.406,3.331,2.509,5.411,0.872,1.920,2.991,8.912,5.643,9.832,2.573,1.876,9.008,1.918,3.482,5.137,5.669,0.601,0.734,5.075,4.019,4.732,6.843,1.358,3.042,5.504,4.320,6.025,4.757
3.241,1.419,8.342,9.368,7.744,8.199,5.426,6.560,1.733,3.141,6.492,0.315,9.351,6.359,4.773,5.163,7.024,8.769,1.616,2.132,8.106,3.752,6.466,3.894,6.651,3.147,5.563,4.546,2.493,1.636,2.111,4.714,4.493,0.808,4.393,2.947,5.432,2.625,7.332,6.331
8.182,6.977,9.299,7.462,8.356,8.766,4.769,5.778,1.992,9.017,9.330,5.058,0.003,8.694,1.174,7.866,5.095,0.796,0.316,8.288,7.491,9.249,3.286,2.584,3.978,7.460,9.523,1.680,7.302,5.344,5.245,3.920,3.078,1.997,6.679,0.911,9.659,7.913,2.868,4.643
8.288,4.513,3.343,2.761,4.402,7.558,4.646,3.949,0.071,6.656,5.755,0.243,9.758,8.586,2.020,0.904,8.800,9.474,0.308,1.024,1.404,9.602,7.727,6.812,5.895,5.927,7.967,4.746,9.312,8.150,7.987,7.128,7.084,5.681,6.351,3.146,3.451,3.908,6.062,7.774
8.991,3.144,9.406,0.619,5.377,2.588,1.794,8.930,9.365,5.202,9.908,9.418,2.829,9.458,7.497,2.252,7.620,0.255,1.374,2.419,7.610,7.662,9.976,6.262,4.563,8.675,8.081,7.312,8.024,6.529,6.222,0.425,4.056,6.928,6.706,3.074,6.744,0.869,8.215,9.854
5.381,1.022,6.532,9.253,5.387,0.427,4.671,6.543,0.392,1.092,7.337,7.155,6.648,2.006,6.595,6.322,7.123,5.690,1.754,9.488,9.441,7.181,8.622,6.303,8.328,5.178,7.583,3.190,4.769,5.003,9.729,6.054,9.518,8.258,7.815,4.426,5.981,0.451,4.211,1.071
1.204,6.265,3.067,0.909,4.798,1.361,7.774,7.501,2.536,9.245,2.080,1.497,7.484,8.041,5.860,2.494,1.403,6.957,4.339,6.383,4.570,7.440,1.171,2.175,7.905,8.787,8.953,8.396,1.932,7.075,8.252,4.179,3.486,6.981,3.008,6.561,4.266,2.478,9.304,1.452
3.026,1.415,1.553,0.581,8.259,4.026,2.150,3.679,1.171,0.189,2.695,0.843,9.767,7.702,7.142,4.683,7.419,5.638,3.666,6.230,2.938,9.912,7.044,5.471,9.901,5.375,3.661,2.555,8.075,3.382,5.617,5.152,0.180,8.227,8.221,1.171,5.614,5.508,6.238,2.381
4.936,1.919,4.845,5.717,9.940,3.642,2.888,0.846,8.034,7.776,8.795,6.946,6.448,9.519,8.034,6.530,9.861,9.021,7.701,2.418,0.848,0.528,3.381,0.598,6.968,5.628,9.884,4.450,6.831,9.200,8.913,3.683,3.176,3.401,7.120,5.755,9.664,2.905,3.526,7.362
4.291,0.180,5.816,5.796,2.041,3.384,2.264,6.551,9.497,3.256,7.646,1.175,2.123,9.182,6.296,8.211,3.163,0.303,7.329,5.742,0.641,6.455,5.355,7.476,4.987,8.404,8.932,8.364,6.855,0.390,0.455,8.753,1.837,2.102,7.933,3.853,8.060,6.246,8.053,3.885
9.593,1.759,9.366,8.871,9.535,0.609,4.471,0.823,6.487,4.139,9.419,3.580,5.817,6.531,4.275,2.626,2.281,8.145,5.959,3.489,1.589,4.105,1.514,3.489,8.374,5.725,0.959,1.302,0.611,0.746,1.458,2.907,0.585,7.845,8.355,9.303,1.220,3.045,4.594,9.516
8.682,8.742,8.353,8.170,4.668,7.565,3.967,2.585,7.084,7.023,6.035,4.788,1.253,3.674,3.836,1.450,8.426,2.909,1.661,0.158,8.381,6.130,4.883,5.510,2.774,0.843,5.584,6.474,8.952,8.759,2.385,7.518,4.470,8.351,7.590,3.236,9.205,9.826,4.632,4.785
1.945,7.027,2.489,8.002,2.751,0.147,5.327,2.519,0.167,4.035,8.496,7.322,5.217,0.606,8.525,5.076,6.818,9.449,2.292,8.797,5.871,7.814,2.134,7.970,4.934,5.276,5.137,2.845,8.019,9.561,0.888,7.516,4.871,9.908,5.558,8.781,4.489,5.204,9.157,7.618
9.050,9.483,6.945,5.815,0.876,6.806,3.872,5.597,9.147,6.620,0.290,9.725,9.588,4.739,5.660,6.058,9.325,6.737,0.731,5.018,6.913,6.136,2.452,4.433,3.453,7.742,9.954,9.296,5.314,7.630,3.124,9.376,9.068,5.800,0.436,4.075,8.290,9.242,4.386,6.724
1.593,2.526,0.459,4.774,2.242,9.063,8.499,5.600,4.987,7.397,5.547,2.311,6.116,1.257,6.258,4.548,6.357,9.360,7.446,3.255,2.745,8.796,7.648,0.538,2.380,4.845,8.926,3.596,4.224,8.624,4.870,2.757,7.092,9.742,7.884,1.207,7.636,9.866,8.310,4.929
8.830,4.481,6.305,2.957,0.199,9.482,6.297,5.637,9.051,0.714,3.038,4.143,3.324,1.046,9.485,6.834,4.689,1.337,1.813,6.209,3.487,5.321,0.801,6.940,9.675,7.808,9.069,0.585,7.379,4.196,5.107,9.608,8.646,6.857,3.574,1.871,5.090,4.188,8.615,1.478
6.450,7.980,5.721,0.198,7.914,0.271,6.123,5.582,5.923,2.275,2.510,3.125,6.129,5.050,5.220,1.059,3.142,5.491,4.644,6.204,7.396,5.061,9.220,8.985,3.106,2.356,2.833,7.116,6.265,6.694,4.884,5.146,1.437,2.297,8.855,8.256,5.779,9.422,9.676,4.982
1.795,0.696,1.494,8.539,4.336,9.775,4.590,0.728,4.881,1.715,5.490,3.992,2.426,3.558,8.587,7.796,8.935,7.894,6.784,4.953,0.797,0.216,2.083,0.649,5.708,6.501,2.571,4.600,6.469,0.279,4.655,8.892,5.208,3.913,6.545,7.309,3.688,1.429,4.610,1.828
1.570,7.247,1.847,8.783,4.207,6.273,8.112,4.615,1.025,1.909,4.267,2.850,9.833,2.574,0.012,9.334,2.220,6.226,0.338,5.172,8.699,9.919,3.828,5.531,9.009,5.554,7.791,2.665,6.192,5.868,1.397,0.836,2.104,0.636,5.689,5.142,5.780,7.104,8.463,5.136
8.365,7.827,0.255,2.486,8.703,5.759,4.054,7.448,6.832,7.606,0.112,8.881,1.749,9.812,8.134,1.718,0.921,1.605,1.598,9.781,2.326,3.736,2.699,6.806,8.481,3.675,9.898,4.798,5.706,2.812,0.372,9.943,5.790,1.968,7.018,0.464,7.328,7.297,2.964,5.496
6.512,7.223,0.050,2.667,1.393,8.195,9.842,0.293,2.373,8.789,9.207,0.212,4.461,5.127,8.862,0.849,0.249,2.382,5.505,8.839,4.677,0.676,1.831,6.570,4.008,9.098,9.233,6.851,7.465,2.453,2.988,0.284,0.968,2.938,3.967,2.326,6.932,3.208,2.009,7.055
5.386,8.500,8.741,9.891,5.704,6.688,3.659,5.266,1.609,6.059,5.314,6.575,9.260,4.410,4.418,2.111,2.529,7.456,4.183,3.898,2.520,6.599,3.623,8.263,2.537,5.064,4.468,3.778,4.871,8.244,1.509,3.755,9.306,8.831,7.160,0.346,5.498,9.130,2.987,0.814
6.732,9.905,3.906,1.209,4.805,2.052,8.542,4.229,4.044,7.815,8.078,8.819,6.098,1.121,4.318,6.056,4.277,7.918,5.764,6.319,4.042,8.191,1.418,3.273,1.732,9.499,9.464,4.533,3.477,0.062,4.825,9.014,8.099,1.971,0.411,8.085,6.041,2.815,2.936,9.078
3.260,8.642,7.810,3.136,6.327,4.556,4.852,8.020,2.875,6.598,5.287,0.909,0.678,8.038,9.695,2.145,8.846,2.448,0.630,3.131,2.776,2.095,3.066,6.905,6.389,3.712,8.259,8.972,4.532,0.491,7.003,7.222,5.724,9.438,4.441,1.106,0.472,1.759,0.965,5.686
2.016,2.433,7.168,3.909,1.615,8.437,8.313,7.926,4.163,8.924,3.597,0.791,3.570,6.013,6.514,7.687,7.752,2.825,2.764,6.061,5.176,0.629,2.388,2.549,9.760,8.524,0.482,0.168,5.814,9.095,7.955,7.652,3.731,5.087,3.293,3.245,7.124,9.457,8.610,6.961
0.248,7.240,4.312,0.183,9.420,5.113,0.929,3.659,1.824,8.547,4.565,0.716,5.001,8.250,8.407,7.456,3.043,3.829,2.570,2.870,9.753,5.264,6.221,3.358,1.916,8.507,3.288,4.891,3.436,1.491,9.984,4.896,0.299,9.544,1.037,5.150,2.948,5.688,0.868,0.818
